title,abstract
Energy,"Pres Carter's '79 budget calls for less spending on nuclear power; $4 million is allocated for new program to investigate means of improving safety margins in conventional reactors; funds for fusion are increased, but only $13 million is authorized for Clinch River breeder reactor project (M)"
New Canadian Hydro Project Could Bring Clean Energy Into U.S.,"In the far northern reaches of Atlantic Canada, energy companies seek to harness untapped river sites with a hydroelectric pr..."
"Goldman Sachs Buys Zilkha, Expanding Interest in Wind Power","Goldman Sachs, strengthening its investment in wind energy, acquires Zilkha Renewable Energy; deal would give Goldman Sachs control of almost 4,000 megawatts of wind-energy projects under develoment in 12 states; price and terms are not disclosed (M)"
"Dr.  Chu on Profits, Horse Manure and Other Forces of Technological Change","Steven Chu, the secretary of energy, discussed the prospects for renewable energy and the forces that can drive technological change at a New York Times energy conference on Wednesday."
Biden’s Recovery Plan Bets Big on Clean Energy,"The president’s plan, worth up to $4 trillion, represents a fundamental shift in the way Democrats talk about tackling climate change: It’s no longer a side issue."
Gore asks bloggers for help promoting energy challenge,"AUSTIN, Texas — Nancy Pelosi, the speaker of the House, was asked a question about energy here at a bloggers conference. She glanced at her BlackBerry, noting that she had an e-mail message from a friend on that very subject."
I.P.O. Values Innogy Unit of German Utility RWE Around $22 Billion,The company said it had priced its offering of 138.9 million shares on the Frankfurt Stock Exchange at the top end of its expected range.
Chinese and American Partners to Build Big West Texas Wind Farm,"A consortium of Chinese and American companies announced a joint venture today to construct a $1.5 billion, 600-megawatt wind farm in West Texas, utilizing wind turbines manufactured in China."
A Green Energy Industry Takes Root in California,"Solar power is booming in California, the product of billions of dollars in investment and great enthusiasm."
Ukraine War’s Latest Victim? The Fight Against Climate Change.,"As leaders of the Group of 7 gather in Germany, the scramble to replace Russian fossil fuels is raising concerns that hard-won climate targets will be missed."
Bush Signs an Energy Bill That Had Been a Longtime Priority,"Pres Bush signs into law energy bill that he acknowledges would not immediately bring down price of gasoline, but that he says would give US start on reducing its dependence on foreign oil and help economy over long run; bill touches on many aspects of energy policy; many Democrats say it emphasizes wrong things and rewards energy industry while harming interests of consumers and putting environment at additional risk; photo (M)"
THE PRESIDENT'S BUDGET PROPOSAL: THE DETAILS -- Freeze on Medicare Money to Hospitals Would Pay for Health Care Initiatives; Energy Initiatives,"Energy Department's operating budget for 2000 fiscal year would rise $717 million, or 4.1 percent above 1999, under proposals in Pres Clinton's fiscal 2000 budget; spending for year would be about $17.8 billion (S)"
Pondering Energy Alternatives,The time has come to think about power for the cabin. I decided at the beginning of this project that I was not going to bring in electric lines. It would require taking down more trees and would wreck the feeling of a retreat in the woods. Pulling in electricity from some far-away source that [...].
Blessing or Boondoggle? The $88 Billion Quest For Synthetic Fuels; Energy: Blessing Or Boondoggle? ,"WASHINGTON REPRESENTATIVES of 1,000 or more  companies will flock to Department of Energy offices this week to lodge applications in the biggest peacetime industrial effort America has ever made-- the creation of an industry that could produce 2 million barrels a day of synthetic fuels. That is the equivalent of a third of the oil and gas that the country now buys from abroad.  "
Bill on Energy Research Supported by House Panel,"HR on June 12 approves $3.1-million energy research and development bill with strong emphasis on renewable resources, solar energy and energy conservation; bill differs from similar Sen-passed measure by calling for assessment of water resource availability and by imposing less stringent patent provision (S)"
Strategies: Alternative energy stocks that won't burn out,"High oil prices, cheap credit and government subsidies have been a boon for companies that promise to make more efficient use of energy or produce it from renewable sources. But it is unlikely that the investment climate for alternative energy will always be this favorable. If it shifts, some businesses will falter."
Congressional Negotiators Are Nearing Agreement on Broad Energy Measure,Top House and Senate negotiators say they are near final agreement on borad energy bill that would drop plan to protect producers of gasoline additive MTBE from lawsuits over watter pollution; settlement of this issue moves Congress closer to enacting energy bill; lawmakers must still resolve other serious questions by Aug 1 deadline set by Pres Bush (M)
Gore urges change to dodge an energy crisis,"WASHINGTON — Former Vice President Al Gore on Thursday urged the United States to wean the nation from its entire electricity grid to carbon-free energy within 10 years, warning that drastic steps were needed to avoid a global economic and ecological cataclysm."
